temperature,rainfall,humidity,pressure,today_raining,tomorrow_raining
25.6,1.18,62.6,1022.2,0,0
34.3,6.39,77.7,1017.3,1,1
17.6,1.88,100.0,999.6,0,1
26.9,0.48,46.1,1027.1,0,0
32.8,2.34,58.0,1035.2,0,0
29.0,0.46,54.6,1027.1,0,0
26.5,0.83,20.9,1027.8,0,0
33.0,0.52,53.8,1004.6,1,1
3.4,0.56,77.6,1029.1,1,1
30.4,0.01,70.8,1015.2,1,0
19.8,4.25,72.4,1020.7,0,1
10.4,0.7,52.5,1018.5,0,0
29.1,0.18,46.9,1011.2,0,1
36.0,0.18,85.4,1000.1,0,1
23.9,1.62,50.1,1011.8,0,0
32.6,9.9,65.9,1027.8,1,1
37.9,0.31,63.3,1006.4,0,0
35.5,0.21,89.2,1026.4,1,1
38.1,1.15,79.4,1024.1,0,0
30.9,1.66,34.1,1008.5,1,1
25.6,0.7,36.2,1033.8,0,0
12.2,0.72,71.6,1007.7,0,0
23.0,1.1,58.7,1035.6,0,1
18.3,0.75,50.9,1019.5,0,0
42.4,4.94,80.3,1012.8,1,1
23.6,0.09,63.7,999.7,1,0
26.0,0.53,61.0,1011.7,0,0
29.4,3.31,75.6,1009.9,1,1
25.3,3.59,52.5,994.1,0,1
38.6,0.24,91.4,1009.7,0,1
20.0,7.28,44.2,1000.9,1,1
26.6,2.36,73.1,1021.8,1,0
19.1,0.64,88.7,1032.6,0,1
14.4,1.22,32.5,994.6,0,0
20.1,0.71,53.1,1038.7,0,0
24.7,0.33,82.8,1011.1,0,0
21.6,0.69,83.1,998.4,1,1
19.5,1.74,56.6,1024.4,0,0
13.7,3.5,45.3,1006.3,1,0
24.3,0.9,79.1,1011.8,1,1
13.0,0.86,83.7,1006.9,1,1
31.1,1.26,36.7,1000.7,0,0
25.7,2.07,35.9,1023.9,1,1
13.3,2.79,64.5,1008.7,1,1
22.5,0.79,72.6,991.5,0,1
19.0,1.77,54.0,1021.3,0,1
27.6,0.99,73.6,994.9,0,0
35.7,2.52,45.8,995.7,0,1
10.0,0.36,17.7,1030.9,1,1
25.9,0.59,51.5,995.1,0,0
23.7,1.11,61.3,978.3,1,1
30.4,4.4,54.5,1022.3,0,0
26.7,1.7,36.8,1008.4,0,0
19.0,6.73,23.7,1009.7,1,1
22.4,0.22,49.7,1008.3,0,0
18.6,1.23,78.0,1016.5,1,1
33.6,1.09,85.1,1001.7,1,1
25.2,1.83,83.8,1035.1,0,0
40.2,3.34,43.7,990.9,1,1
24.5,3.68,36.9,1019.7,1,1
19.3,2.22,69.9,1022.6,1,1
12.9,2.05,72.7,1001.6,0,1
10.6,5.95,68.0,997.6,0,1
12.3,0.97,19.7,1028.3,1,1
27.1,3.58,42.7,998.1,0,0
29.1,5.09,59.4,1003.9,1,1
12.4,1.35,69.7,1026.3,0,0
32.2,2.61,75.3,1013.5,0,1
21.1,0.95,62.9,986.0,0,0
26.2,0.35,66.6,1039.2,1,0
37.9,1.77,61.7,1005.0,0,0
32.2,0.44,73.7,1007.0,1,1
22.9,1.22,66.3,1016.8,0,0
17.9,4.13,61.3,1022.4,1,0
7.8,0.18,54.6,1042.4,0,1
19.2,0.06,61.6,988.1,0,0
23.3,1.87,69.7,1025.4,0,1
17.1,0.8,65.3,1024.1,0,0
23.9,1.08,67.6,1010.9,0,0
25.6,1.04,86.9,1024.8,0,1
23.2,0.18,65.3,1027.0,1,1
19.8,0.01,47.0,992.3,0,0
26.3,4.57,77.7,1039.2,0,1
28.5,0.49,32.7,989.6,0,0
16.3,1.11,38.4,996.0,0,1
36.3,7.15,66.7,1009.1,1,1
24.2,3.51,70.3,1041.9,0,1
25.2,0.23,35.1,1008.4,0,0
30.7,1.42,52.3,1012.5,1,1
26.9,2.62,47.9,1034.5,0,0
32.6,2.4,50.3,1008.5,0,1
27.3,2.86,78.9,995.3,1,1
20.1,1.22,74.1,1006.7,1,1
27.9,0.39,59.6,1033.6,0,0
15.9,1.25,49.1,1014.1,0,0
25.9,2.09,33.0,1042.0,1,0
24.7,1.88,88.4,1024.1,0,0
23.3,0.15,71.8,1003.3,0,0
24.0,0.13,45.9,1013.8,0,1
9.9,6.72,74.4,1000.2,1,1
20.6,0.33,58.6,1003.0,0,1
25.7,0.7,54.3,1080.2,1,1
26.3,2.92,68.7,1028.3,0,1
16.8,1.05,45.2,1025.9,1,1
35.1,0.4,53.1,1003.7,0,1
18.1,1.26,62.4,1036.5,0,0
32.8,1.68,50.0,1029.5,1,0
28.4,1.21,73.4,1041.2,0,0
19.8,5.03,97.4,1040.5,0,0
39.2,0.67,44.9,990.8,0,0
15.5,2.17,26.7,996.4,0,0
32.4,0.24,20.0,997.9,0,0
33.0,1.0,57.0,998.8,0,0
19.6,2.7,46.7,1017.9,1,0
36.1,0.51,64.2,1004.5,0,0
23.0,1.78,62.7,1044.1,0,0
27.3,0.33,27.9,1041.6,0,0
27.1,0.22,23.7,1012.9,0,0
23.9,1.48,65.9,1042.3,0,0
31.5,2.25,62.7,1035.3,0,0
31.3,0.24,51.5,1006.2,1,0
11.0,5.0,26.9,982.9,0,1
35.4,0.51,69.4,1009.7,0,0
11.7,0.26,85.4,1003.3,1,1
33.3,0.45,65.6,1016.1,1,1
34.0,0.37,43.1,1014.3,0,0
16.3,0.19,60.9,1013.9,0,0
21.7,3.2,32.7,1020.9,0,0
16.2,1.37,81.2,994.8,0,0
23.3,0.98,61.6,1019.2,1,1
22.5,6.02,24.6,1006.4,1,1
31.2,0.93,54.0,1016.0,0,1
35.5,0.37,69.3,1027.4,0,1
36.2,0.64,53.3,994.6,1,0
20.5,0.55,54.5,1008.8,0,1
23.3,1.38,35.5,1011.2,1,0
11.5,0.69,71.3,1005.3,0,1
18.6,1.45,47.0,1026.5,1,1
32.7,2.21,16.9,1002.2,0,1
37.9,3.0,52.6,1004.7,0,1
15.1,2.48,79.6,1002.4,0,0
20.3,0.46,52.3,1029.4,0,0
24.8,0.25,94.8,1005.6,1,1
27.2,1.56,68.6,1019.9,1,1
18.5,0.44,66.8,1042.6,1,0
28.4,0.18,57.4,1011.9,0,1
21.2,1.5,58.6,1029.7,0,0
24.9,0.79,54.7,1038.1,0,0
29.4,2.82,54.0,1028.4,1,1
25.1,0.75,70.6,1012.7,0,1
21.5,7.7,41.3,1022.6,0,1
24.1,2.84,38.5,993.7,0,0
24.3,0.12,37.5,1001.3,0,0
22.0,1.42,100.0,1003.9,1,1
22.9,1.65,70.6,1046.6,1,1
37.8,2.38,66.1,1000.8,0,1
29.5,1.38,38.8,1000.6,0,0
22.6,1.32,72.5,997.3,0,0
30.6,0.92,57.7,1021.4,0,0
22.3,0.63,64.3,1015.1,0,0
34.4,5.84,40.5,1029.3,0,0
28.0,0.76,63.2,1023.1,1,0
24.1,0.13,51.5,992.3,0,1
28.6,0.37,44.7,1000.9,0,1
12.4,3.89,74.7,1033.5,0,1
16.0,1.77,29.2,1010.0,0,0
15.4,3.02,71.3,1030.8,0,0
26.1,3.31,73.7,1010.8,1,1
38.9,3.47,42.4,998.5,0,0
42.9,1.6,43.6,1008.5,0,1
30.1,0.39,55.5,998.5,0,1
29.0,0.32,65.6,1004.5,0,0
10.6,1.71,56.9,1016.0,0,1
20.7,0.91,68.7,1020.7,1,0
18.7,1.63,95.3,989.1,1,0
20.0,1.38,49.8,1012.7,0,0
23.7,1.84,25.7,1004.2,0,1
21.2,0.07,76.5,1003.3,1,1
9.2,0.07,93.7,1015.0,0,0
31.0,2.56,67.9,1004.7,0,0
16.4,0.43,38.2,1033.7,1,0
26.9,2.11,57.5,1030.8,1,1
41.6,1.58,37.6,1030.7,0,0
17.6,8.01,72.9,1005.6,0,0
4.8,3.61,33.0,998.6,0,1
22.7,1.07,54.0,1014.2,1,0
33.8,1.92,39.9,1010.7,0,0
40.7,0.25,62.5,1003.9,1,0
15.2,0.98,52.7,995.4,1,1
29.0,2.65,63.5,1012.4,0,0
21.3,1.95,60.4,1006.9,0,1
24.2,1.33,40.3,1023.3,0,0
46.2,0.39,72.5,1023.0,0,0
13.0,3.25,59.0,1029.5,0,1
27.0,0.64,40.2,994.1,1,0
28.7,3.43,100.0,1019.0,1,0
33.7,1.89,69.5,1002.1,0,1
25.8,0.93,56.9,994.7,0,1
27.5,0.08,88.3,1006.6,1,1
21.9,0.53,96.8,1029.0,1,0
27.2,4.4,57.1,1007.4,1,0
22.3,3.41,66.9,1036.5,0,1
30.0,1.71,40.2,1021.2,1,1
22.0,1.26,57.1,1007.1,1,1
28.0,2.08,56.0,1030.4,1,0
24.8,1.26,63.7,1019.7,0,0
34.0,2.07,66.7,999.0,1,1
24.6,0.73,71.2,1040.9,0,0
10.8,3.65,64.8,1016.9,1,1
35.1,2.42,35.8,1013.3,0,0
17.8,0.8,41.2,1000.2,0,1
19.8,3.55,49.1,1030.7,0,1
20.2,1.34,54.4,1020.8,0,0
36.0,0.38,81.0,1022.4,1,0
7.9,0.16,36.7,1005.4,0,1
50.1,2.41,52.9,1025.5,1,1
33.4,4.01,79.1,1026.7,1,1
26.8,3.29,54.0,1003.0,1,1
24.6,2.13,69.2,991.7,0,1
27.3,0.3,57.2,1021.7,0,0
29.2,0.2,65.1,989.4,1,0
30.2,0.85,55.4,1015.3,1,1
29.4,3.86,73.3,1006.3,1,1
25.7,6.53,29.1,1031.3,0,0
23.4,0.55,52.7,1007.1,0,0
23.8,2.87,65.9,1029.6,0,0
23.4,1.71,70.7,1005.3,0,0
34.1,0.06,89.9,1028.0,1,1
29.7,1.57,52.2,1043.9,0,0
1.5,3.28,89.6,997.0,1,1
30.2,0.65,46.8,1017.4,0,1
26.6,4.55,86.6,1054.2,1,1
24.9,0.54,76.3,1014.0,1,0
21.9,0.16,41.7,1013.9,1,1
34.0,0.35,66.1,1024.8,0,0
32.6,3.63,59.0,1013.6,0,0
18.8,1.08,72.5,987.4,1,1
28.3,3.19,55.5,1030.0,0,0
17.2,1.52,53.9,983.0,0,1
14.0,1.31,87.4,1006.7,0,1
20.0,3.29,58.0,1031.1,0,0
31.9,1.1,76.5,1007.7,0,0
32.6,3.24,55.5,1002.6,0,1
29.1,0.21,93.3,1026.2,1,0
30.8,2.02,46.4,1000.2,0,0
29.1,2.43,47.7,994.7,0,0
19.9,4.59,90.5,1017.1,0,1
28.5,0.51,51.1,1010.3,1,1
31.4,1.85,92.0,994.3,1,1
31.0,1.14,77.8,1022.6,0,0
34.5,0.97,56.9,1020.0,0,0
30.7,0.23,23.7,1007.6,0,1
27.8,0.29,59.6,1008.6,0,0
33.6,3.63,62.0,1020.1,1,0
24.8,2.77,83.3,1030.9,1,1
17.9,0.96,91.8,1008.8,1,1
23.7,3.53,46.3,1022.8,0,0
19.0,0.17,76.0,1021.5,0,0
19.6,1.96,75.3,1026.2,1,1
23.8,4.05,81.5,1013.6,0,0
18.7,3.65,70.0,999.3,0,0
22.5,0.93,21.2,1006.1,0,0
9.9,2.73,56.9,1018.1,1,0
26.7,1.12,36.9,1040.3,0,0
25.0,3.67,55.9,1005.7,0,1
18.5,1.51,79.6,1025.1,1,0
30.3,2.9,66.1,1008.1,0,1
32.5,0.16,83.0,1014.7,0,0
12.1,1.78,66.8,1035.7,0,0
18.9,1.6,34.0,1024.5,0,0
18.8,1.88,9.6,994.4,0,0
17.5,2.38,63.0,1004.4,1,0
31.6,5.0,55.7,1031.8,1,1
23.4,3.08,40.5,1015.1,1,0
22.9,0.5,26.0,995.8,0,0
9.0,3.5,45.3,1000.7,0,0
30.1,0.26,56.1,1023.6,0,0
15.1,1.95,73.3,1027.9,0,0
25.5,4.29,63.8,1013.3,0,0
27.2,0.21,92.2,1050.1,0,1
35.9,3.79,39.3,1025.4,0,1
14.5,3.21,77.6,1009.3,1,1
0.8,1.4,60.9,1000.8,0,0
26.5,0.74,73.9,998.4,0,1
39.4,1.04,51.3,1018.0,0,0
34.9,6.93,81.4,1005.7,1,0
26.7,0.45,65.9,1038.1,1,1
21.1,1.73,46.4,1035.0,0,0
31.5,0.17,59.8,1022.5,0,0
17.2,0.49,55.2,995.3,0,0
28.8,2.88,69.8,1002.9,1,1
29.0,0.72,36.4,1031.8,0,0
33.5,8.5,59.4,1004.6,1,1
47.1,1.39,67.9,1029.8,0,0
28.1,1.45,60.7,1020.1,0,0
20.9,0.07,86.9,1013.8,0,0
24.8,6.27,75.5,1002.5,1,1
10.8,0.38,59.9,1011.6,0,0
19.4,1.55,64.3,1015.8,1,1
21.7,1.01,65.9,1028.5,0,0
20.8,1.07,68.1,999.7,0,1
26.2,2.06,23.5,1009.1,0,1
18.4,2.17,54.0,1013.7,1,0
34.0,0.34,30.3,1022.9,0,0
25.0,1.38,85.6,999.4,0,0
24.9,3.13,58.8,993.3,0,0
22.4,1.17,56.1,1023.1,0,0
26.2,0.36,77.9,990.2,0,0
31.6,0.75,68.4,1032.3,0,0
18.1,0.48,37.4,1010.7,0,0
19.7,0.27,58.6,989.8,0,0
22.6,0.95,53.3,1005.8,0,0
14.2,1.56,25.1,1018.7,0,0
18.4,0.15,46.2,1005.0,0,0
21.2,1.85,56.3,1013.3,0,0
32.0,9.93,57.7,1024.1,0,1
27.1,6.66,30.4,1010.0,1,1
26.5,3.53,83.0,998.9,0,1
31.8,0.62,58.0,1008.5,0,0
23.9,0.05,60.8,1034.2,0,1
28.1,3.59,68.0,1038.3,0,0
24.2,0.11,44.2,982.7,0,0
27.1,0.46,69.1,1029.4,0,0
20.3,1.57,52.7,1016.8,0,0
5.5,0.39,42.1,1026.9,0,1
23.9,3.59,71.5,1004.7,1,0
36.4,3.0,89.8,986.5,0,1
32.4,2.82,74.5,1021.8,1,1
32.7,3.39,78.5,998.9,1,1
34.9,0.5,49.6,992.2,0,1
25.7,2.61,28.0,993.2,1,0
26.6,0.88,89.8,1022.0,1,1
20.1,2.2,100.0,1015.1,1,1
22.5,0.26,90.9,1024.7,0,1
29.9,2.45,53.3,1023.0,1,1
34.6,7.16,36.9,1006.7,1,1
23.9,0.09,38.7,1011.9,1,1
21.4,0.2,26.3,1005.3,0,0
25.0,0.26,57.9,1009.8,0,1
29.8,1.13,92.1,998.5,0,1
13.4,0.69,57.2,1018.9,0,0
6.6,3.29,66.0,1029.1,0,0
20.6,1.28,87.5,1000.8,1,1
15.2,1.33,51.9,1032.2,1,1
20.9,2.52,100.0,1014.7,1,1
23.8,0.9,99.8,1016.6,1,1
21.4,0.87,57.4,987.5,0,1
36.6,2.83,48.4,985.9,1,1
27.6,3.03,73.9,1015.2,1,1
27.4,0.03,53.0,1024.8,0,0
30.0,0.31,36.9,1002.9,0,0
15.9,0.48,85.6,1038.1,1,1
33.3,0.87,84.3,1024.0,1,1
24.4,0.69,63.1,999.4,0,0
30.4,2.21,34.7,1013.5,1,1
16.4,3.52,35.4,1050.2,0,0
12.6,0.43,62.1,994.4,0,1
31.5,1.66,50.0,1020.9,1,1
28.0,0.92,53.2,1008.2,0,1
17.8,1.41,80.4,1023.6,1,1
18.0,1.94,74.7,1032.0,1,1
34.0,4.48,87.6,1007.2,1,1
15.5,0.43,40.2,1029.8,0,0
38.1,0.18,53.1,1046.3,1,0
17.8,1.97,75.2,1014.0,0,0
30.1,1.0,69.0,1024.8,0,0
22.4,0.36,90.6,1004.1,0,1
29.8,0.25,68.4,1013.3,0,0
20.6,1.64,97.0,1010.3,0,1
23.7,0.71,70.8,1025.0,0,0
25.3,11.92,81.2,1031.1,1,1
17.0,1.04,53.5,1011.4,1,0
30.9,0.48,60.3,1036.0,0,0
20.9,1.98,78.2,1036.0,1,0
23.2,0.56,92.3,1025.7,1,0
17.0,1.36,74.6,1005.3,1,1
4.5,1.32,58.3,1003.8,0,0
23.5,1.21,87.5,1000.8,0,0
44.3,3.18,16.2,1027.2,0,0
31.3,0.49,31.6,994.8,0,0
24.8,4.69,73.6,1023.2,1,1
22.9,3.13,60.3,996.8,1,1
25.2,0.81,72.1,1025.4,0,0
29.4,0.4,61.3,1013.3,1,0
15.6,0.66,71.4,1033.0,1,0
33.9,0.81,43.7,1030.1,0,0
30.7,1.63,71.4,1034.5,0,0
30.7,0.09,79.9,1034.9,1,0
28.5,4.92,84.4,1015.2,0,0
25.2,0.21,100.0,995.6,0,1
30.4,0.65,64.9,997.2,0,0
29.7,0.23,65.5,981.7,0,0
22.2,0.59,29.5,996.7,1,0
20.4,3.64,49.4,1014.0,0,0
25.8,1.91,56.1,1004.6,1,1
37.4,0.52,81.0,1010.3,0,1
15.1,4.11,47.8,1020.4,1,0
13.3,3.23,75.9,1008.4,1,1
26.3,2.8,60.0,996.2,1,0
25.4,3.76,56.5,1012.2,1,1
26.4,1.93,65.0,999.5,1,1
27.0,1.39,52.2,1008.9,0,0
23.2,0.94,51.4,1033.1,0,0
36.9,0.51,25.9,1008.9,0,1
12.2,1.63,55.0,1039.6,1,0
18.4,4.41,50.4,1034.5,1,0
24.2,1.8,49.7,1004.3,0,0
11.9,5.04,68.3,996.3,1,0
23.6,0.88,73.2,1012.2,0,0
38.3,2.38,64.6,1030.3,0,0
25.2,2.09,79.9,1005.6,1,0
26.8,2.22,71.5,1026.6,1,1
14.9,2.07,54.1,1031.1,0,0
20.1,0.5,50.7,1001.4,0,1
22.0,0.31,66.3,1002.9,1,0
22.5,7.69,71.5,1023.7,0,1
35.3,0.09,88.0,1015.3,1,1
29.5,1.26,83.8,1002.7,0,0
16.1,1.11,49.2,1007.7,0,0
27.0,0.89,58.0,1011.9,0,0
29.0,3.05,73.4,989.5,1,1
34.1,2.74,81.4,1024.5,0,0
37.6,4.71,78.8,1005.8,0,1
16.9,1.01,58.7,971.2,0,0
18.5,1.66,34.9,1012.6,0,0
14.9,4.46,40.0,1001.9,0,0
23.1,10.18,65.5,1038.3,1,0
28.7,6.97,66.8,1004.2,1,1
32.9,2.53,38.0,996.5,0,0
24.4,0.31,60.9,1020.6,0,0
22.4,0.05,72.6,1003.1,0,0
26.2,3.49,37.0,1001.3,1,1
18.3,3.68,82.1,1020.6,0,1
41.7,2.74,52.4,997.4,1,1
12.1,0.66,85.2,991.1,0,1
26.5,2.04,49.3,1038.9,1,0
41.2,0.76,39.5,1021.7,0,0
25.1,1.2,50.8,1009.0,1,1
23.5,0.96,58.1,1012.9,0,0
22.1,4.9,52.2,1020.6,1,0
23.6,0.53,55.7,1027.6,0,1
36.0,1.72,66.7,1001.7,0,1
7.3,0.9,56.6,1018.5,0,0
37.3,2.18,58.7,1005.4,1,1
13.6,1.66,25.8,1010.2,0,0
22.9,5.15,67.8,1015.4,1,1
21.6,0.21,58.2,1012.9,0,0
29.7,0.5,92.2,1024.0,0,1
12.2,2.91,41.2,1020.3,1,0
28.7,0.92,23.8,990.4,0,0
41.2,0.36,72.4,992.6,1,1
14.1,1.4,66.9,1007.5,0,0
26.5,2.11,39.8,1040.4,1,0
19.7,0.09,29.4,1000.2,0,0
28.4,0.69,90.7,1009.9,1,1
25.2,3.32,88.3,1005.0,1,1
19.9,1.47,10.3,1004.7,0,1
28.9,0.07,50.8,1015.7,0,0
39.4,0.66,93.3,1034.0,0,0
23.5,2.04,50.5,1019.8,0,1
30.8,0.44,50.2,1000.9,0,1
14.7,3.51,54.3,1054.3,0,0
17.3,2.26,37.6,1014.2,0,0
28.8,1.27,25.9,1004.3,0,1
36.9,4.94,81.1,1034.2,0,1
27.8,0.99,23.1,1006.0,1,1
22.5,0.54,64.9,1037.9,0,0
25.0,2.17,77.7,999.9,0,0
15.0,1.7,31.0,1034.5,0,0
29.8,0.82,41.5,1016.0,0,0
32.1,0.84,84.3,1032.4,1,1
21.4,1.02,70.7,1041.5,1,0
21.2,0.69,47.7,996.0,1,1
27.1,2.48,84.0,1032.1,0,1
21.5,2.11,84.1,991.9,0,0
24.5,1.16,65.4,997.3,0,0
41.8,1.01,42.0,1000.9,1,1
23.0,0.91,51.7,1020.6,1,0
22.1,0.67,65.7,1013.5,0,0
19.8,0.18,56.2,1010.5,0,0
31.0,0.62,78.8,1015.2,0,1
23.6,0.77,29.4,1021.9,0,0
19.8,1.59,30.1,1023.0,0,0
35.6,2.97,63.6,1029.4,0,1
36.4,1.01,50.2,1040.3,1,0
20.2,5.79,47.5,1012.7,1,1
10.1,3.51,24.6,1005.2,1,0
33.1,8.37,60.4,1022.2,0,0
19.5,4.18,58.9,995.8,0,1
31.3,1.92,73.1,1002.8,0,1
9.2,1.82,61.4,1028.0,1,0
32.1,0.28,57.3,1011.1,0,1
15.3,2.56,83.5,994.9,1,1
30.8,1.83,33.8,990.7,0,0
25.1,1.41,70.7,1013.7,1,1
17.4,2.36,26.6,1030.1,1,0
21.7,1.17,43.2,1029.9,0,0
30.5,1.48,35.7,1014.7,1,0
25.8,1.02,75.6,1043.1,0,1
29.7,2.53,58.7,1011.4,0,0
40.8,4.18,59.7,1010.9,1,1
12.5,3.68,37.9,974.5,0,0
37.9,3.08,54.0,1006.3,1,1
25.8,0.03,44.7,1025.8,0,1
17.8,4.86,67.7,1036.5,1,0
14.4,0.64,40.2,1000.5,0,0
23.5,4.38,86.6,1019.9,1,1
32.4,0.44,26.5,1028.7,0,0
24.0,1.16,43.9,1013.2,0,0
37.1,2.77,93.5,978.8,0,0
13.4,2.04,51.3,1016.7,1,0
24.9,1.08,33.7,1024.4,0,0
15.0,2.27,64.4,998.8,0,1
27.9,1.59,50.5,1009.2,0,0
32.1,0.65,43.3,995.7,0,0
21.6,2.08,38.1,974.4,0,1
4.2,0.46,100.0,1028.4,1,1
26.6,2.37,55.0,1012.9,1,1
28.5,0.01,21.5,1037.0,0,0
28.2,1.59,89.9,1025.9,1,1
34.9,1.03,72.2,1007.7,0,0
16.4,0.72,44.7,1011.8,0,0
30.4,1.45,41.3,1021.5,1,0
34.5,2.07,73.5,1027.5,0,0
10.8,6.72,55.1,1017.8,1,1
27.6,3.58,21.5,1029.6,0,0
21.0,2.53,95.7,1008.5,0,1
24.3,1.3,51.3,998.0,1,0
27.8,1.0,89.9,1012.0,0,1
21.1,0.07,85.6,1016.1,0,0
19.6,0.89,40.0,995.0,0,1
25.3,3.77,80.7,992.9,0,1
16.3,0.97,47.0,1019.7,0,0
16.3,1.24,22.7,1006.9,0,0
30.4,0.63,51.5,1010.5,0,0
15.8,0.64,68.0,1007.6,0,0
30.3,0.13,50.7,1035.8,0,0
28.7,1.9,53.9,1031.9,0,0
11.2,1.19,82.9,994.4,0,0
19.6,1.86,62.1,1005.0,0,0
34.6,1.58,43.1,1025.8,0,0
17.2,3.21,74.0,1022.0,1,1
21.3,2.78,64.0,1012.4,0,0
28.7,2.95,9.6,995.9,1,1
31.3,1.38,68.6,1002.8,0,1
23.0,0.87,67.8,1005.2,1,1
20.2,5.42,60.4,1017.2,0,0
36.4,0.11,77.8,1038.6,0,0
38.9,0.33,46.6,1002.7,0,1
32.8,1.09,66.7,997.6,0,0
25.7,1.9,28.7,1011.4,0,0
18.5,0.02,68.1,1028.5,0,0
18.4,2.54,99.1,991.3,1,1
29.2,1.64,40.1,1034.8,1,0
28.3,1.33,44.8,1010.4,1,0
36.2,1.1,45.8,1002.0,0,0
30.2,1.47,62.6,989.0,1,1
13.0,0.35,38.7,1023.6,0,0
33.4,0.23,68.4,1010.4,1,0
17.0,0.68,76.9,1015.6,0,0
21.9,2.47,70.7,999.5,1,0
27.0,1.77,24.6,1008.2,0,1
41.0,1.31,79.9,1005.7,1,0
49.9,1.7,78.7,1011.5,0,1
29.9,1.64,76.6,1003.0,1,1
23.5,0.73,67.5,990.0,0,1
29.3,0.21,64.4,1053.9,0,0
32.1,4.54,80.6,992.5,1,1
22.4,1.83,98.5,1015.7,1,1
39.4,2.39,40.9,986.4,1,1
26.8,1.25,81.6,983.0,1,0
29.0,2.83,58.3,1014.5,1,1
30.3,1.76,57.4,1015.6,1,0
28.4,0.11,29.3,1031.9,0,0
31.7,4.42,54.3,1019.0,0,0
20.1,0.73,40.1,1010.8,0,0
20.5,0.3,50.7,998.8,1,1
16.2,0.18,38.0,1035.5,0,1
28.5,2.55,51.0,1026.9,0,1
31.2,2.43,51.9,994.3,0,1
28.7,2.41,61.9,1013.6,0,1
38.4,4.95,27.7,1015.2,0,0
25.0,0.86,31.1,1007.8,0,0
30.3,1.65,67.2,1024.6,0,0
16.3,1.93,44.1,1025.5,1,0
21.9,7.77,81.5,1010.1,0,1
30.6,0.75,64.5,1008.8,1,1
31.8,6.26,72.1,1035.5,0,1
22.6,0.32,88.2,1027.0,0,0
24.4,2.89,53.8,1014.1,1,1
12.9,2.0,48.5,988.6,0,0
22.1,3.4,77.4,1018.2,0,1
32.1,0.06,70.2,1023.5,0,0
29.6,0.16,56.3,971.7,0,0
29.0,0.14,87.8,1016.8,0,1
25.4,1.8,55.8,1006.7,0,0
25.1,1.85,60.7,1009.7,1,1
19.7,4.73,60.4,999.4,0,0
30.6,1.26,41.3,1010.8,0,0
28.4,0.14,61.6,1033.9,0,0
28.9,0.47,87.9,1006.3,1,1
20.8,0.02,68.9,1027.5,0,0
7.8,3.0,60.6,1000.9,1,1
33.8,3.38,56.8,1024.4,0,0
21.2,12.37,66.6,1013.0,1,1
18.1,1.06,75.0,1018.3,1,1
30.5,0.04,72.2,1013.1,0,0
21.9,0.54,53.4,1022.6,0,0
33.5,1.77,66.5,974.5,1,0
29.9,6.54,69.6,991.7,0,0
30.5,0.22,39.9,1019.3,1,0
14.1,0.26,63.4,982.3,0,0
34.7,2.42,16.8,1005.0,0,0
27.1,2.2,69.7,1012.2,0,0
22.0,0.58,73.2,1000.6,0,0
26.1,3.35,75.0,1002.6,0,1
10.8,0.28,52.1,1017.1,0,0
28.3,5.2,66.2,1028.1,0,0
16.8,0.45,88.5,998.6,1,1
14.2,0.17,88.3,1004.4,1,1
12.8,0.83,59.4,1002.0,0,0
33.9,0.42,62.8,976.7,0,1
20.0,1.5,82.2,1015.1,1,1
37.3,2.32,30.0,1027.0,0,1
20.7,1.35,53.5,1028.2,1,1
11.3,2.16,86.7,999.9,0,1
16.1,0.91,79.5,994.2,0,1
34.9,0.06,67.4,1013.3,0,0
23.8,7.3,29.9,1025.4,1,1
20.6,3.42,59.0,1015.3,1,1
26.3,0.15,48.2,1017.3,0,0
29.0,1.19,66.6,1030.1,1,0
33.9,2.02,43.8,1001.9,1,0
36.6,0.42,39.5,1009.7,0,1
22.1,1.73,18.7,1037.5,1,1
14.4,1.53,84.4,1010.0,1,1
21.7,0.47,52.0,994.0,1,1
27.1,0.3,63.1,1003.0,0,0
17.3,2.85,60.0,998.9,0,0
17.3,0.78,38.7,1018.4,0,0
27.8,0.56,34.8,999.6,0,0
24.6,2.68,39.9,1017.1,0,0
25.3,2.66,45.5,1002.0,1,1
18.9,0.65,67.3,981.1,0,0
23.2,4.12,44.1,1017.6,1,1
17.6,2.33,94.9,1015.2,1,1
32.1,0.85,80.5,1020.8,0,1
33.3,1.12,76.2,1002.9,0,1
10.2,2.59,57.6,1001.3,1,1
17.6,0.48,90.3,1019.0,1,0
13.0,1.27,55.6,1035.8,0,0
19.8,2.12,59.4,1013.2,1,0
24.3,1.55,63.4,1019.4,0,0
13.4,1.87,74.0,1008.2,1,1
17.6,1.58,72.7,989.8,0,0
17.0,0.44,50.5,1027.5,0,0
26.7,1.06,49.3,1026.6,0,1
25.6,1.52,72.8,1023.7,1,0
19.2,3.03,74.3,1010.3,0,0
26.4,2.12,52.1,1022.0,0,0
20.6,1.11,28.3,1026.4,0,0
22.8,7.33,55.9,1037.3,1,1
38.4,0.23,72.5,1027.8,0,1
35.7,0.46,96.1,1014.0,0,0
14.6,0.84,36.0,993.4,0,0
31.6,0.52,51.5,1015.3,0,1
31.5,1.96,52.2,1016.8,0,0
15.8,0.08,87.1,1023.6,1,1
31.6,0.39,59.3,1033.3,1,1
37.3,0.69,41.9,1011.6,0,0
16.0,2.3,71.2,1044.5,1,1
